date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:59	117752/117752	---M-Z	200	added ('OK')	text/html	etag:%221cbf8-5a67589c00300-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/tables_datatables.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/tables_datatables.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:00	117781/117781	---M-Z	200	added ('OK')	text/html	etag:%221cc15-5a67589a17e80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/tables_footables.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/tables_footables.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:00	69052/69052	---M-Z	200	added ('OK')	text/html	etag:%2210dbc-5a67589c00300-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/tables_bootstrap-table.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/tables_bootstrap-table.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:00	72540/72540	---M-Z	200	added ('OK')	text/html	etag:%2211b5c-5a67589c00300-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/tables_bootstrap-sortable.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/tables_bootstrap-sortable.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:01	75676/75676	---M-Z	200	added ('OK')	text/html	etag:%221279c-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_gmaps.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_gmaps.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:01	72671/72671	---M-Z	200	added ('OK')	text/html	etag:%2211bdf-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_am.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_am.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:01	69225/69225	---M-Z	200	added ('OK')	text/html	etag:%2210e69-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_flot.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_flot.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:01	70037/70037	---M-Z	200	added ('OK')	text/html	etag:%2211195-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_chartist.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_chartist.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:02	70029/70029	---M-Z	200	added ('OK')	text/html	etag:%221118d-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_chartjs.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_chartjs.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:02	69360/69360	---M-Z	200	added ('OK')	text/html	etag:%2210ef0-5a6758c5f6600-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/charts_morrisjs.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/charts_morrisjs.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:02	75346/75346	---M-Z	200	added ('OK')	text/html	etag:%2212652-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_feather.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_feather.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:03	89359/89359	---M-Z	200	added ('OK')	text/html	etag:%2215d0f-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_font-awesome.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_font-awesome.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:03	82496/82496	---M-Z	200	added ('OK')	text/html	etag:%2214240-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_ionicons.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_ionicons.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:04	73258/73258	---M-Z	200	added ('OK')	text/html	etag:%2211e2a-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_linearicons.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_linearicons.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:04	74088/74088	---M-Z	200	added ('OK')	text/html	etag:%2212168-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_openiconic.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_openiconic.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:04	73200/73200	---M-Z	200	added ('OK')	text/html	etag:%2211df0-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/icons_stroke7.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/icons_stroke7.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:04	4741/4741	---M-Z	200	added ('OK')	text/html	etag:%221285-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v1.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v1.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:05	5537/5537	---M-Z	200	added ('OK')	text/html	etag:%2215a1-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v2.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v2.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:05	6889/6889	---M-Z	200	added ('OK')	text/html	etag:%221ae9-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v3.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-v3.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:05	4752/4752	---M-Z	200	added ('OK')	text/html	etag:%221290-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v1.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v1.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:05	5474/5474	---M-Z	200	added ('OK')	text/html	etag:%221562-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v2.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v2.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:06	6777/6777	---M-Z	200	added ('OK')	text/html	etag:%221a79-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v3.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_register-v3.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:06	7582/7582	---M-Z	200	added ('OK')	text/html	etag:%221d9e-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-and-register.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_login-and-register.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:06	4151/4151	---M-Z	200	added ('OK')	text/html	etag:%221037-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_lock-screen-v1.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_lock-screen-v1.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:06	4604/4604	---M-Z	200	added ('OK')	text/html	etag:%2211fc-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_lock-screen-v2.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_lock-screen-v2.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:07	4206/4206	---M-Z	200	added ('OK')	text/html	etag:%22106e-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_password-reset.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_password-reset.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:07	3392/3392	---M-Z	200	added ('OK')	text/html	etag:%22d40-59f3c3ca73b00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_email-confirm.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_authentication_email-confirm.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:07	93234/93234	---M-Z	200	added ('OK')	text/html	etag:%2216c32-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_education_courses-v1.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_education_courses-v1.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:08	93354/93354	---M-Z	200	added ('OK')	text/html	etag:%2216caa-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_education_courses-v2.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_education_courses-v2.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:08	71420/71420	---M-Z	200	added ('OK')	text/html	etag:%22116fc-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:08	94173/94173	---M-Z	200	added ('OK')	text/html	etag:%2216fdd-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-item.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-item.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:09	105420/105420	---M-Z	200	added ('OK')	text/html	etag:%2219bcc-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-edit.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_product-edit.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:09	68642/68642	---M-Z	200	added ('OK')	text/html	etag:%2210c22-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_order-list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_order-list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:10	79944/79944	---M-Z	200	added ('OK')	text/html	etag:%2213848-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_order-detail.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_e-commerce_order-detail.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:10	107016/107016	---M-Z	200	added ('OK')	text/html	etag:%221a208-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:10	83356/83356	---M-Z	200	added ('OK')	text/html	etag:%221459c-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_item.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_item.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:11	77283/77283	---M-Z	200	added ('OK')	text/html	etag:%2212de3-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_compose.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_messages_v3_compose.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:11	87890/87890	---M-Z	200	added ('OK')	text/html	etag:%2215752-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_projects_list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_projects_list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:11	126697/126697	---M-Z	200	added ('OK')	text/html	etag:%221eee9-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_projects_item.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_projects_item.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:12	91370/91370	---M-Z	200	added ('OK')	text/html	etag:%22164ea-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_teams.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_teams.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:12	71337/71337	---M-Z	200	added ('OK')	text/html	etag:%22116a9-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_tickets_list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_tickets_list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:12	79182/79182	---M-Z	200	added ('OK')	text/html	etag:%221354e-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_tickets_edit.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_tickets_edit.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:13	71748/71748	---M-Z	200	added ('OK')	text/html	etag:%2211844-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_users_list.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_users_list.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:13	81169/81169	---M-Z	200	added ('OK')	text/html	etag:%2213d11-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_users_view.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_users_view.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:13	97992/97992	---M-Z	200	added ('OK')	text/html	etag:%2217ec8-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_profile-v1.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_profile-v1.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:14	88140/88140	---M-Z	200	added ('OK')	text/html	etag:%221584c-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_profile-v2.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_profile-v2.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:14	86550/86550	---M-Z	200	added ('OK')	text/html	etag:%2215216-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_users_edit.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_users_edit.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:15	90028/90028	---M-Z	200	added ('OK')	text/html	etag:%2215fac-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_account-settings.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_account-settings.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:15	94525/94525	---M-Z	200	added ('OK')	text/html	etag:%221713d-5a6758c7dea80-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_chat.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_chat.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:16	86993/86993	---M-Z	200	added ('OK')	text/html	etag:%22153d1-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_faq.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_faq.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:16	80777/80777	---M-Z	200	added ('OK')	text/html	etag:%2213b89-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_gallery.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_gallery.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:16	97021/97021	---M-Z	200	added ('OK')	text/html	etag:%2217afd-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_help-center.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_help-center.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:16	77960/77960	---M-Z	200	added ('OK')	text/html	etag:%2213088-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_invoice.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_invoice.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
15:36:17	130265/130265	---M-Z	200	added ('OK')	text/html	etag:%221fcd9-5a6758c9c6f00-gzip%22	http://html.phoenixcoded.net/empire/bootstrap/default/pages_search-results.html	C:/Users/INFOTEC/Downloads/AdminTemplate/html.phoenixcoded.net/empire/bootstrap/default/pages_search-results.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/dashboards_analytics.html?fbclid=IwAR1aCfKjO-NBBEaR4no0zlSUzoKkYfbJa5ieWtnsAhNiShrKup23M86q9iw)
